HoofdlemmaURL;Hoofdlemma;Literatuur;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02364.php;kwatrijn;J.D.Ph. Warners, Het vierregelig gedicht in de Nederlandse letterkunde sinds de Renaissance (1947);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02529.php;epigram;J.D.Ph. Warners, Het vierregelig gedicht in de Nederlandse letterkunde sinds de Renaissance (1947);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00236.php;bibliotherapie;J.E. Bernstein, Books to help children cope with separation and loss (19832);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00705.php;epithalamium;J.E. Eber, The epithalamion in the late English Renaissance (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00443.php;dissertatie;J.E. Mauch & N. Park, Guide to the succesful thesis and dissertation (2003).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00109.php;Aernoutsbroeders;J.E. Spruit, Van vedelaars, trommers en pijpers (19902);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00754.php;cabaret;J.E. van de Kamp, Mens durf te leven (1967);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04401.php;private press;J.F. Anderson, Private Press work (1977);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02413.php;zinspreuk-2;J.F. Buisman, 'De aanduiding der kamers in de zinnespelen' in Nieuwe taalgids 41 (1948) 1, p. 15-19;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03451.php;black comedy;J.F. Egea, Dark laughter: Spanish film, comedy, and the nation (2013).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01054.php;geheimschrift;J.F. Heijbroek, ‘Het geheimschrift van Huygens ontcijferd’ in A. Eyffinger (red.), Huygens herdacht. Catalogus bij de tentoonstelling in de Koninklijke Bibliotheek t.g.v. de 300ste sterfdag van Constantijn Huygens, 26 maart - 9 mei 1987 (1987), p. 167-172;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00864.php;fabel-1;J.F. Heijbroek, De fabel. Ontwikkeling van een literatuursoort in Nederland en Vlaanderen (1941);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02392.php;metafoor;J.F. Hoorn, Metaphor and the brain: a behavioral and psychophysiological research into literary metaphor processing (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03342.php;definitie;J.F. Horty, Frege on definitions (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03577.php;dilettantisme;J.F. Hugo, Le dilettantisme dans la littérature française d’Ernest Renan à Ernest Psichari (diss. Lille) (1984).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03090.php;mystificatie;J.F. Jeandillou, Esthétique de la mystification (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03090.php;mystificatie;J.F. Jeandillou, Superchéries littéraires. La vie et l’œuvre des auteurs supposés (20012);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00890.php;fantasy;J.F. Leroux & C.R. La Bossière, Worlds of wonder. Readings in Canadian science fiction and fantasy literature (2004);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02750.php;sublieme (het -);J.F. Lyotard, ‘Presenting the Unpresentable: the Sublime’ in Artforum (1982), p. 64-69;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02657.php;postmodernisme;J.F. Lyotard, La condition postmoderne (1979);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02657.php;postmodernisme;J.F. Lyotard, Het postmoderne uitgelegd aan onze kinderen (19922);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02725.php;roman fleuve;J.-F. Massol, ‘La nouvelle et le roman-fleuve: á propos de Martin du Gard’ in Poétique 20 (1990), p. 63-75;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03726.php;inspiratie;J.F. Moffitt, Inspiration: Bacchus and the cultural history of a creation myth (2005).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03539.php;costumbrismo;J.F. Montesinos, Costumbrismo y novela (1960);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01660.php;Keltische literatuur;J.F. Nagy, Myth in Celtic literatures (2007);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00542.php;analogie-1;J.F. Ross (red.), Portraying analogy (1981);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01271.php;laus;J.-F. Thomas, Gloria et laus: étude sémantique (2002).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01423.php;neofilologie;J.F. Vanderheyden, 'De boekdrukkunst en de opkomst van de neofilologie' in Verslagen en meded. Kon. Vlaamse Academie voor taal- en letterkunde (1965) 1-4, p. 5-30;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00454.php;dodendans;J.F. Vanderheyden, Het thema en de uitbeelding van den dood in de poëzie der late Middeleeuwen en der vroege Renaissance in de Nederlanden (1930);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00518.php;eschatologie;J.F. Vanderheyden, Het thema en de uitbeelding van den dood in de poëzie der late Middeleeuwen en der vroege Renaissance in de Nederlanden (1930);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03146.php;register-1;J.F. Vanderheyden, Verkenningen in vroegere vertalingen (Koninklijke Academie voor Nederlandse Taal- en Letterkunde) (1985), p. 147-200;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03419.php;argument;J.F. Vanderheyden, 'Verkenningen in vroegere vertalingen' in KANTL (1985), p. 188-198;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02163.php;materialistische literatuurtheorie;J.F. Vogelaar (red.), Kunst als kritiek. Voorbeelden van een materialistische kunstopvatting (1972);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03193.php;tekst;J.F. Vogelaar, 'Tekstverstoringen: over gestoorde teksten' in Terugschrijven, essays (1987), p. 196-212;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03374.php;experimenteel proza;J.F. Vogelaar, Terugschrijven. Essays (1987);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02669.php;pseudogyniem;J.-Fr. Jeandillon, 'Pseudogynies héteronymiques' in Poétique (2010) 162, p. 177-187.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00752.php;briefroman;J.G. Altman, Epistolarity: approaches to a form (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01812.php;souter;J.G. Heymans (ed.), Het psalter van Leningrad (1973);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00597.php;dubbelzinnigheid;J.G. Kooij, Ambiguity in natural language (1971);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00022.php;ambiguïteit;J.G. Kooij, Ambiguity in natural language: an investigation of certain problems in its linguistic description (1971);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02346.php;klankexpressie;J.G. Kooy, 'Zijn poëzielezers gek? Een paar opmerkingen over klanksymboliek' in Reisgidsen vol Belluno's en Blauwbaarden. Opstellen over S. Vestdijk en anderen (1976), p. 67-73 # R. Wellek & A. Warren, Theorie der literatuur (Ned. vert., 1968) p. 224-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02352.php;klanksymboliek;J.G. Kooy, 'Zijn poëzielezers gek?  Een paar opmerkingen over klanksymboliek' in Reisgidsen vol Belluno's en Blauwbaarden. Opstellen over S. Vestdijk en anderen (1976), p. 67-73;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03714.php;grafisme;J.G. Lapacherie, ‘De la grammatextualité’ in Poétique 59 (1984), p.283-294;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02330.php;kalligram;J.G. Lapacherie, ‘Ecriture et lecture du calligramme’ in Poétique (1982) p. 194-205;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03715.php;grammatekstualiteit;J.G. Lapacherie, 'De la grammatextualité' in Poétique 59 (1984), p. 283-294.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04467.php;vampierverhaal;J.G. Melton, The vampire book: the encyclopedia of the undead (20113).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03108.php;parodie;J.G. Riewald, ‘Parody as criticism’ in Neophilologus 50 (1966), p. 125-148;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03116.php;pastiche-2;J.G. Riewald, ‘Parody as criticism’ in Neophilologus 50 (1966), p. 125-148;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00660.php;burleske literatuur;J.G. Riewald, ‘Parody as criticism’ in Neophilologus 50 (1966), p. 125-148, vooral p. 126;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01697.php;renaissance;J.G. Singh (red.), A companion to the global Renaissance. English literature and culture in the era of expansion (2009);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03257.php;uitgeverij;J.G.C.A. Briels, Zuidnederlandse boekdrukkers en boekverkopers in de Republiek der Verenigde Nederlanden omstreeks 1570-1630 (1974);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01725.php;ridderroman;J.G.M. Kienhorst, De handschriften van de Middelnederlandse ridderepiek. Een codicologische beschrijving, 2 dln (1988);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03153.php;ruimte;J.H. Bakker, Tijd van lezen: transformaties van de literaire ruimte (1999);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00036.php;atonale poëzie;J.H. Cartens, ‘Proeve van een essay over atonale poëzie: aantekeningen bij Hans Lodeizens’ Het innerlijk Behang’ in Roeping 28 (1952), p. 242-247;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00775.php;detectiveroman;J.H. Delamater & R. Prigozy (red.), Theory and practice of classic detective fiction (1997);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04030.php;pictorialisme;J.H. Hagstrum, The sister arts (1958);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04001.php;paragone;J.H. Hagstrum, The sister arts (1958), vooral p. 66-70;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04015.php;periaktoi;J.H. Holwerda, Paraskeni, parodoi, periaktoi (1898).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01996.php;alliteratie;J.H. Jeeps, ‘Heinrich von Veldeke’s Ëneas and the tradition of the alliterating word-pair’ in Amsterdamer Beiträge zur älteren Germanistik 66 (2010), p. 103-136;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00747.php;bestseller;J.H. Kruisinga, ‘Het raadsel van de bestseller’ in Tussen papyrus en paperback. Lotgevallen van boeken (1965), p. 131-145;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02614.php;bibliomanie;J.H. Kruizinga, Tussen papyrus en paperback (1965), p. 26-39;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04340.php;pop-up;"J.H. Landwehr, ‘Ontluikende beweegbare boeken voor jong en oud;"" prentenboeken in beweging’ in De Boekenwereld 26 (2009), p. 87-94, 26 (2010), p. 280-283, 27 (2010), p. 96-102";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03314.php;hypertekst-1;J.H. Miller, ‘The ethics of hypertext’ in Diacritics (1995) 3-4, p. 27-39;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03315.php;hypertekst-2;J.H. Miller, ‘The ethics of hypertext’ in Diacritics (1995) 3-4, p. 27-39;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05428.php;schrijfwedstrijd;J.H. Nobel & S. van Vlerken, Handboek voor schrijvers (1998), p. 247-267.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02650.php;perspectief;J.H. Petersen, Die Erzählformen: er, ich, du und andere Varianten (2010);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03047.php;structuur;J.H. Petersen, Die Erzählformen: er, ich, du und andere Varianten (2010).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00834.php;fictie;J.H. Petersen, Fiktionalität und Ästhetik (1996);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00223.php;bibliofiele uitgave;J.H. van Eikeren, Over boekverzorging (19842);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03376.php;expositie;J.H. Winkelman, ‘Proloog en expositie van de Middelnederlandse Brandaan’ in Leuvense bijdragen 77 (1988) 4, p. 411-434.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02547.php;novelle;J.H.E. Paine, Theory and Criticism of the Novella (1979);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02800.php;rijmpaar;J.H.J. Willems, 'Een rijmpaar bij Jan van der Noot' in Nieuwe Taalgids 64 (1971) 3, p. 216.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00831.php;fatalisme;J.H.W. Konst, Fortuna, Fatum en Providentia Dei in de Nederlandse tragedie, 1600-1720 (2003).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02546.php;noodlotsdrama;J.H.W. Konst, Fortuna, Fatum en Providentia Dei in de Nederlandse tragedie, 1600-1720 (2003).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02769.php;Verlichting;J.I. Israel,Verlichting onder vuur. Filosofie, moderniteit en emancipatie, 1670-1752 (2010);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03291.php;anoniem;"J.I. van Doorninck, Vermomde en naamlooze schrijvers opgespoord op het gebied der Nederlandsche en Vlaamsche letteren (2 dln, 1883-1885; reprint 1970)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02663.php;pseudoniem;"J.I. van Doorninck, Vermomde en naamlooze schrijvers, opgespoord op het gebied der Nederlandsche en Vlaamsche letteren, 2 dln (1883-1885; reprint 1970)";
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04536.php;initiaal-3;J.I. van Doorninck, Vermomde naamloze schrijvers, opgespoord op het gebied der Nederlandsche en Vlaamsche letteren, 2 dln (1883-1885);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04181.php;sprung rhythm;J.I. Wimsatt, Hopkins's poetics of speech sound: sprung rhythm, lettering, inscape (2006).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00785.php;dramatheorie;J.I.M. van der Kun, Handelingsaspecten in het drama (19702);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00869.php;handeling;J.I.M. van der Kun, Handelingsaspecten in het drama (19702).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00871.php;handelingsaspecten;J.I.M. van der Kun, Handelingsaspecten in het drama (19702).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02721.php;retrospectief aspect;J.I.M. van der Kun, Handelingsaspecten in het drama (19702).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03026.php;simultaanaspect;J.I.M. van der Kun, Handelingsaspecten in het drama (19702).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03034.php;speelhandeling;J.I.M. van der Kun, Handelingsaspecten in het drama (19702).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04507.php;wereldbeeldaspect;J.I.M. van der Kun, Handelingsaspecten in het drama (19702). ;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04532.php;prospectief aspect;J.I.M. van der Kun, Handelingsaspecten in het drama (19702). ;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03285.php;actie-eenheid;J.I.M. van der Kun, Handelingsaspecten in het drama (19722).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03286.php;actiemoment;J.I.M. van der Kun, Handelingsaspecten in het drama (19722).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02935.php;vergelijking-met-als;J.J. A Mooij, 'Metafoor en vergelijking in de literatuur' in Forum der letteren 14 (1973) 2, p. 121-157;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02161.php;marionettentheater;J.J. Bollebakker e.a. (red.), Theater uit handen: Nederlands poppen- en schimmentheater na 1900 (1992);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04127.php;schriftroman;J.J. Gielen e.a., Massaliteratuur: een onderzoek naar de schriftroman Saskia, 2 dln (1974);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03589.php;doxologie;J.J. Gielen, 'Doxologie' in Tijdschrift v. taal en letteren 20 (1932), p.159-180.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03150.php;rijmdwang;J.J. Gielen, Taalkunst (1968), p. 91;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_05027.php;serendipiteit;J.J. Hermsen, Kairos. Een nieuwe bevlogenheid (2014);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01125.php;halfunciaal;J.J. John, ‘Latin Paleography’ in J.M. Powell (red), Medieval Studies. An Introduction (1976), p. 10-11;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02637.php;minuskelcursief;J.J. John, ‘Latin Paleography’ in J.M. Powell (red), Medieval studies. An Introduction (1976), p. 12-13.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02128.php;unciaal;J.J. John, ‘Latin Paleography’ in J.M. Powell (red), Medieval studies. An introduction (1976), p. 9-10;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00303.php;capitalis cursiva;J.J. John, ‘Latin Paleography’ in J.M. Powell (red.), Medieval Studies. An Introduction (1976), p. 12;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01202.php;interpunctie;J.J. John, ‘Latin Paleography’ in J.M. Powell (red.), Medieval Studies. An Introduction (1976), p. 39-41;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00304.php;capitalis quadrata;J.J. John, ‘Latin Paleography’ in J.M. Powell (red.), Medieval Studies. An Introduction (1976), p. 8-9;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00305.php;capitalis rustica;J.J. John, ‘Latin Paleography’ in J.M. Powell (red.), Medieval Studies. An Introduction (1976), p. 9;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01626.php;punctuatie;J.J. John, ‘Latin paleography’ in J.M. Powell, Medieval studies. An introduction (1976), p. 39-41;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04635.php;rationalisme;J.J. Kloek & W. Mijnhardt, De verlichte burger (2002).;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02575.php;leescultuur;J.J. Kloek & W.W. Mijnhardt, Leescultuur in Middelburg aan het begin van de negentiende eeuw (1988);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00413.php;dichtgenootschap;J.J. Kloek e.a., ‘Literaire genootschappen 1748-1800’ in Documentatieblad Werkgroep 18e Eeuw 15 (1983), p. 21-89;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02778.php;receptie-esthetica;J.J. Kloek, ‘Receptie’ & E. Andringa, 'Open plekken' in W. van Peer & K. Dijkstra (red.), Sleutelwoorden (1991), p. 144-150, resp. 120-126;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04787.php;genootschap;J.J. Kloek, 'Literaire genootschappen 1748-1800' in Documentatieblad werkgroep 18e eeuw 15 (1983), p. 21-89;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02958.php;verwachting;J.J. Kloek, 'Receptie' in W. van Peer & K. Dijkstra (red.), Sleutelwoorden (1991), p. 144-150.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02959.php;verwachtingshorizon;J.J. Kloek, 'Receptie' in W. van Peer & K. Dijkstra (red.), Sleutelwoorden (1991), p. 144-150.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01116.php;grijze literatuur;J.J. Kroese, Grijze literatuur: voorstellen voor maatregelen ter vermindering van de grijze literatuurproblematiek (1983);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02695.php;picareske roman;J.J. Laurenti, Bibliografia de la litteratura picaresca (1973, 1981);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03738.php;happening;J.J. Lebel,  Le happening (1966);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02545.php;nonsenspoëzie;J.J. Lecercle, Philosophy of nonsense. The intuitions of Victorian nonsense literature (1994);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00236.php;bibliotherapie;J.J. Leedy, Poetry as healer. Mending the troubled mind (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04046.php;poëzietherapie;J.J. Leedy, Poetry as healer. Mending the troubled mind (1985);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01935.php;tafelspel;J.J. Mak, ‘De tafelspelen van Hooft’ in Uyt ionsten versaemt. Retoricale studieën 1946-1956 (1957), p. 202-210;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02301.php;wachter;J.J. Mak, ‘De wachter in het rederijkersdrama’ in Uyt ionsten versaemt (1957), p. 91-102;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01174.php;impresa;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01219.php;juweel;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01591.php;prins;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01677.php;rederijkerij;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01680.php;rederijkers;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02301.php;wachter;J.J. Mak, De rederijkers (1944);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03842.php;knie(ge)dicht;J.J. Mak, De rederijkers (1944), p. 24.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01948.php;testament;J.J. Mak, De rederijkers (1944), p. 28, 158-159;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01590.php;prince;J.J. Mak, De rederijkers (1944), p. 28-34;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02863.php;stock-1;J.J. Mak, De rederijkers (1944), p. 29;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01388.php;mirakelspel;J.J. Mak, De rederijkers (1944), p. 45-78;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01399.php;moraliteit;J.J. Mak, De rederijkers (1944), p. 45-78;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01407.php;mysteriespel;J.J. Mak, De rederijkers (1944), p. 45-78;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01817.php;spel van zinne;J.J. Mak, De rederijkers (1944), p. 45-78;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01935.php;tafelspel;J.J. Mak, De rederijkers (1944), p. 79-89;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01265.php;landjuweel;J.J. Mak, De rederijkers (1944), p. 90-97;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01692.php;rederijkerskamer;J.J. Mak, De rederijkers (1944), p. 9-11;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04415.php;questie;J.J. Mak, De rederijkers (1944), p. 96.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01367.php;meilied;J.J. Mak, Uyt ionsten versaemt (1957), p. 28-33;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01680.php;rederijkers;J.J. Mak, Uyt ionsten versaemt: retoricale studiën, 1946-1956 (1957);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03372.php;entreespel;J.J. Mak, De rederijkers (1944), p. 65-66.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00251.php;blazoen;J.J. Mak, De rederijkers (1944), p. 17-18;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00142.php;Amadis-roman;J.J. O'Connor, Amadis de Gaule and its influence on Elizabethan literature (1970);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01518.php;Palmerijn-roman;J.J. O'Connor, Amadis de Gaule and its influence on Elizabethan literature (1970);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02460.php;oordeel;J.J. Oversteegen Anastasio en de schaal van Richter (1986), p. 189-199.;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00874.php;hermeneutische cirkel;J.J. Oversteegen, ‘Hermeneutiek’ in Lampas 4 (1971), p. 132-146;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00810.php;essay;J.J. Oversteegen, ‘Het essay’ in Literair lustrum 2 (1973), p. 58-86;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00572.php;close reading;J.J. Oversteegen, Analyse en oordeel (1965, DBNL 2005);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00016.php;literatuurwetenschap;J.J. Oversteegen, Anastasio en de schaal van Richter (1986);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00961.php;interpretatie;J.J. Oversteegen, Anastasio en de schaal van Richter (1986);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00016.php;literatuurwetenschap;J.J. Oversteegen, Beperkingen (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03080.php;literatuur;J.J. Oversteegen, Beperkingen (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03200.php;literatuurtheorie;J.J. Oversteegen, Beperkingen (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00014.php;aforisme;J.J. Oversteegen, Beperkingen (1982), p. 123-168;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_02388.php;materiële analyse;J.J. Oversteegen, Beperkingen (1982), p. 179-195;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01665.php;kritiek;J.J. Oversteegen, Beperkingen (1982), p. 219-227;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00551.php;beschrijving-2;J.J. Oversteegen, Beperkingen (1982), p. 28-31;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03133.php;auteurspoetica;J.J. Oversteegen, Beperkingen (1982), p. 41-75;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_03094.php;new criticism;J.J. Oversteegen, Beperkingen (1982), p. 46-50;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_00834.php;fictie;J.J. Oversteegen, Beperkingen (1982), p. 77-121;
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_04964.php;methode;J.J. Oversteegen, Beperkingen: methodologische recepten en andere vooronderstellingen en vooroordelen in de moderne literatuurwetenschap (1982);
https://www.dbnl.org/tekst/dela012alge01_01/dela012alge01_01_01145.php;historiciteit;J.J. Oversteegen, 'De historiciteit van literaire theorieën' in Handelingen Nederlands Philologencongres 36 (1980), p. 57-72;
